algorithm_name,dataset_size,data_corelated,avg_execution_time,avg_memory_usage,worst_solution_fitness,best_solution_fitness,avg_solution_fitness,variance_solution_fitness
ClassicEvolutional,22,False,0.279897,0.046928,76.338712,76.338712,76.338712,0.0
PBIL,24,True,0.01097,0.027681,30.163733,32.305458,31.559563,0.229619
ClassicEvolutional,24,True,0.278871,0.049696,32.305458,32.305458,32.305458,0.0
PBIL,24,False,0.01089,0.027681,45.663293,53.837044,48.839608,4.81919
ClassicEvolutional,24,False,0.277341,0.049696,53.837044,53.837044,53.837044,0.0
PBIL,26,True,0.011165,0.029776,26.258882,33.893676,29.983621,2.951865
ClassicEvolutional,26,True,0.282678,0.052458,30.536476,33.893676,33.040179,2.022873
PBIL,26,False,0.011085,0.029776,60.408587,91.879878,76.787907,38.641664
ClassicEvolutional,26,False,0.282357,0.052458,91.879878,91.879878,91.879878,0.0
PBIL,28,True,0.011163,0.03187,28.666253,34.703932,33.13978,1.946252
ClassicEvolutional,28,True,0.282668,0.05522,49.713454,49.713454,49.713454,0.0
PBIL,28,False,0.011138,0.03187,92.580398,117.235276,105.276757,47.155397
ClassicEvolutional,28,False,0.282647,0.05522,117.235276,117.235276,117.235276,0.0
PBIL,30,True,0.011366,0.033964,14.180171,46.334236,32.821257,32.794518
ClassicEvolutional,30,True,0.282552,0.057982,47.408944,47.408944,47.408944,0.0
PBIL,30,False,0.011304,0.033964,60.17603,95.451323,76.846013,45.989998
ClassicEvolutional,30,False,0.280431,0.057976,95.451323,95.451323,95.451323,0.0
PBIL,32,True,0.011418,0.036059,-149.408355,43.248221,29.715244,1121.253571
ClassicEvolutional,32,True,0.279066,0.060743,43.832227,43.832227,43.832227,0.0
PBIL,32,False,0.011294,0.036059,-100.942382,77.638685,40.686869,1611.921989
ClassicEvolutional,32,False,0.279227,0.060743,93.984827,93.984827,93.984827,0.0
PBIL,34,True,0.011518,0.038153,-1263.454689,42.91314,-118.501135,105781.046245
ClassicEvolutional,34,True,0.281535,0.063505,46.213963,46.213963,46.213963,0.0
PBIL,34,False,0.011428,0.038153,14.449201,118.887916,68.717357,489.138812
ClassicEvolutional,34,False,0.281023,0.063505,118.887916,118.887916,118.887916,0.0
PBIL,36,True,0.01147,0.040247,-1188.031674,43.520383,-441.722381,214834.816605
ClassicEvolutional,36,True,0.27942,0.066267,44.846471,44.957685,44.95027,0.00077
PBIL,36,False,0.011276,0.040247,-39.256424,174.710379,111.839746,1452.031231
ClassicEvolutional,36,False,0.279679,0.066267,188.432498,188.432498,188.432498,0.0
PBIL,38,True,0.011595,0.042341,-3598.607269,42.077882,-1301.094355,528892.873361
ClassicEvolutional,38,True,0.279362,0.069023,46.845228,46.845228,46.845228,0.0
PBIL,38,False,0.011601,0.042347,-1852.672281,155.635797,-380.194761,271513.7207
ClassicEvolutional,38,False,0.279585,0.069023,197.859203,197.859203,197.859203,0.0
PBIL,40,True,0.011574,0.044436,-3617.095096,18.494274,-2081.618568,804678.775969
ClassicEvolutional,40,True,0.279108,0.071791,52.687278,54.460932,54.283566,0.283126
PBIL,40,False,0.011575,0.044436,-1613.334139,120.869631,-325.481766,266042.116768
ClassicEvolutional,40,False,0.279928,0.071791,173.115485,173.115485,173.115485,0.0
PBIL,42,True,0.01175,0.04653,-5050.768229,40.634509,-3201.318611,1794381.874101
ClassicEvolutional,42,True,0.279542,0.074553,52.353152,52.615264,52.571579,0.009542
PBIL,42,False,0.011757,0.04653,-4091.641307,106.112222,-1929.553382,1873170.897205
ClassicEvolutional,42,False,0.279533,0.074553,168.409366,168.409366,168.409366,0.0
PBIL,44,True,0.011921,0.048624,-7102.051119,-1143.548492,-4581.95104,1716379.576435
ClassicEvolutional,44,True,0.280847,0.077315,60.064076,60.064076,60.064076,0.0
PBIL,44,False,0.011885,0.048624,-5633.765201,-483.898162,-3064.331847,1589547.133744
ClassicEvolutional,44,False,0.286086,0.077315,220.549797,220.549797,220.549797,0.0
PBIL,46,True,0.012017,0.050718,-7412.469852,-1556.947989,-5519.885612,2055408.819575
ClassicEvolutional,46,True,0.282639,0.080076,54.581001,54.637103,54.633363,0.000196
PBIL,46,False,0.011861,0.050718,-4327.559143,173.655874,-2120.850983,1682664.725189
ClassicEvolutional,46,False,0.282418,0.08007,312.417319,312.417319,312.417319,0.0
PBIL,48,True,0.012033,0.052813,-10473.960152,-3202.920989,-7037.618325,2392914.479797
ClassicEvolutional,48,True,0.282012,0.082838,60.723298,65.202993,65.05367,0.646625
PBIL,48,False,0.01191,0.052813,-8129.767027,121.010024,-4987.586241,4588035.312315
ClassicEvolutional,48,False,0.281467,0.082838,177.279577,177.279577,177.279577,0.0
PBIL,50,True,0.012128,0.054907,-13218.424817,-4481.342139,-9259.57799,4300649.037504
ClassicEvolutional,50,True,0.280853,0.0856,60.470782,64.148117,63.982571,0.451048
PBIL,50,False,0.01221,0.054907,-8958.070949,-848.140452,-5294.198401,3417750.399375
ClassicEvolutional,50,False,0.281835,0.085654,276.459238,276.459238,276.459238,0.0
PBIL,55,True,0.012396,0.060143,-19716.649743,-10565.531779,-15811.96434,6980630.166575
ClassicEvolutional,55,True,0.281831,0.092505,69.784872,87.436878,83.124089,37.078652
PBIL,55,False,0.012194,0.060143,-12682.519088,-4482.730123,-9115.403865,4772763.739505
ClassicEvolutional,55,False,0.281012,0.092505,362.896261,362.896261,362.896261,0.0
PBIL,60,True,0.01254,0.065378,-28602.22157,-13650.989847,-21688.013298,12041234.223262
ClassicEvolutional,60,True,0.281421,0.099409,75.297969,78.429353,77.7797,1.204188
PBIL,60,False,0.012602,0.065378,-22407.972593,-6169.559556,-16399.070919,14519453.872489
ClassicEvolutional,60,False,0.281993,0.099403,440.115803,440.115803,440.115803,0.0
PBIL,65,True,0.012928,0.070614,-40184.71873,-15390.550461,-32172.454211,35417175.84454
ClassicEvolutional,65,True,0.282075,0.106314,79.633785,82.622029,82.351891,0.515481
PBIL,65,False,0.012764,0.070614,-30591.528458,-17156.919084,-24642.424366,10481442.125827
ClassicEvolutional,65,False,0.282974,0.106314,355.09199,365.864521,364.428184,13.409924
PBIL,70,True,0.01286,0.07585,-53929.281388,-26039.701941,-43982.641186,47181590.187489
ClassicEvolutional,70,True,0.282187,0.113218,81.599191,81.874707,81.828788,0.010543
PBIL,70,False,0.012791,0.07585,-47785.177558,-21731.174459,-35858.479088,38926906.590842
ClassicEvolutional,70,False,0.284751,0.113218,533.148166,533.281243,533.272371,0.001102
PBIL,75,True,0.013081,0.081085,-73537.447917,-38122.599731,-59026.685362,63456630.544949
ClassicEvolutional,75,True,0.284291,0.120123,88.393383,90.407781,90.125785,0.301203
PBIL,75,False,0.013351,0.081085,-53727.10222,-34775.174587,-46050.310143,24392173.121651
ClassicEvolutional,75,False,0.282289,0.120123,476.564344,487.606006,486.37888,9.033011
PBIL,80,True,0.013304,0.086321,-100279.965722,-62699.67314,-80011.47131,86920708.447804
ClassicEvolutional,80,True,0.285719,0.127028,94.216677,95.429614,95.191564,0.194977
PBIL,80,False,0.01351,0.086321,-84511.875761,-37917.703192,-66188.722811,94442630.424045
ClassicEvolutional,80,False,0.286631,0.127028,549.95475,554.228603,553.514707,2.058436
PBIL,85,True,0.013475,0.091557,-121039.799376,-81401.117889,-103306.792153,73195818.399774
ClassicEvolutional,85,True,0.286208,0.133926,101.212531,104.65029,103.734579,1.105089
PBIL,85,False,0.013508,0.091563,-107632.115383,-66681.854241,-92526.97791,99492890.019538
ClassicEvolutional,85,False,0.285687,0.133926,572.2715,583.488017,581.99072,10.318419
PBIL,90,True,0.014099,0.096792,-148905.942263,-101912.831078,-128798.505484,129055878.497743
ClassicEvolutional,90,True,0.288986,0.140837,112.448902,114.031254,113.288121,0.552957
PBIL,90,False,0.01405,0.096792,-138328.167472,-95525.921594,-115803.108581,108308493.019489
ClassicEvolutional,90,False,0.284524,0.140837,817.040744,826.957359,825.885847,4.217354
PBIL,95,True,0.01397,0.102028,-184450.788145,-135386.705788,-162169.890203,98920597.663814
ClassicEvolutional,95,True,0.285515,0.147741,107.201341,115.410552,113.935626,6.090987
PBIL,95,False,0.014137,0.102028,-148154.36066,-114152.775715,-133823.603955,77465544.592793
ClassicEvolutional,95,False,0.284118,0.147741,652.820358,677.896171,666.43395,81.333729
